id,year,set,duration,cluster,title
4270,1994,2,673672,0,Maze
4275,1994,2,513959,0,Scent of a Mule
4282,1994,1,383739,0,Chalk Dust Torture
4283,1994,1,214727,0,Horn
4291,1994,2,296046,0,Also Sprach Zarathustra
4292,1994,2,287843,0,Sample in a Jar
4293,1994,2,358687,0,Rift
4294,1994,2,442906,0,Mike's Song
4295,1994,2,330893,0,Simple
4297,1994,2,188682,0,I Am Hydrogen
4302,1994,2,561528,0,Suzy Greenberg
4304,1994,E,175464,0,Rocky Top
4368,1994,1,434887,0,Down with Disease
1702,1992,1,417855,0,Runaway Jim
4299,1994,2,873639,0,Fluffhead
4301,1994,2,866325,0,Harry Hood
4303,1994,E,460931,0,Foreplay/Long Time
4387,1994,1,152503,0,Buried Alive
4388,1994,1,294766,0,Sample in a Jar
4444,1994,2,498965,0,Julius
4446,1994,2,154018,0,Big Ball Jam
4455,1994,1,348578,0,Guelah Papyrus
4472,1994,1,368953,0,Fee
4494,1994,E,308924,0,Cavern
5166,1994,1,377365,0,Mound
594,1992,1,521744,0,Stash
657,1992,1,143804,0,Buried Alive
10692,1991,1,220787,0,Bouncing Around the Room
28058,2013,2,427207,0,The Wedge
28059,2013,2,610351,0,Slave to the Traffic Light
4408,1994,2,211827,0,Tweezer Reprise
4449,1994,2,286981,0,Sample in a Jar
4460,1994,1,474122,0,Julius
4462,1994,1,267886,0,Golgi Apparatus
4464,1994,2,748095,0,Maze
4470,1994,2,339304,0,Chalk Dust Torture
4471,1994,E,314540,0,Sample in a Jar
4474,1994,1,589113,0,Foam
4482,1994,2,330344,0,Mike's Song
4568,1994,2,230583,0,Bouncing Around the Room
4577,1994,1,341029,0,Wilson
4579,1994,1,583915,0,Maze
4588,1994,2,441025,0,Julius
4593,1994,2,520281,0,Down with Disease
4599,1994,1,254955,0,Llama
4600,1994,1,361404,0,Guelah Papyrus
4604,1994,1,229721,0,Axilla (Part II)
4606,1994,1,333531,0,Sample in a Jar
4612,1994,2,349127,0,Rift
4619,1994,E,232594,0,Highway to Hell
4621,1994,1,221074,0,Sparkle
4644,1994,1,225567,0,Sparkle
4652,1994,1,303569,0,Golgi Apparatus
4656,1994,2,164415,0,"Ob-La-Di, Ob-La-Da"
30007,1994,1,383948,0,Chalk Dust Torture
4648,1994,1,470936,0,Julius
4674,1994,2,175673,0,Sexy Sadie
4675,1994,2,264072,0,Helter Skelter
4677,1994,2,323004,0,Revolution 1
4679,1994,2,162011,0,Savoy Truffle
4680,1994,2,281469,0,Cry Baby Cry
4683,1994,3,221806,0,Bouncing Around the Room
4685,1994,3,338286,0,Rift
4697,1994,1,521691,0,Runaway Jim
4699,1994,1,414772,0,If I Could
4704,1994,1,402051,0,Chalk Dust Torture
4705,1994,2,510589,0,Julius
4711,1994,2,390583,0,Rift
4717,1994,2,332957,0,Golgi Apparatus
4718,1994,E,312503,0,Sample in a Jar
4729,1994,2,948140,0,Divided Sky
4735,1994,E,331990,0,Funky Bitch
4736,1994,E,180584,0,Tweezer Reprise
4739,1994,1,360098,0,Guelah Papyrus
4740,1994,1,621505,0,Split Open and Melt
4742,1994,1,196624,0,The Landlady
4746,1994,2,197068,0,Peaches en Regalia
4750,1994,2,151719,0,Poor Heart
4751,1994,2,563226,0,Julius
4778,1994,E,314462,0,Nellie Kane
4779,1994,E,242312,0,My Long Journey Home
4843,1994,1,645773,0,Foam
520,1992,1,525244,0,Rift
10465,1991,1,249234,0,Tube
4731,1994,2,817450,0,Tweezer
4738,1994,1,590315,0,Scent of a Mule
4747,1994,2,1564029,0,David Bowie
4791,1994,1,259631,0,My Long Journey Home
4802,1994,1,510328,0,Down with Disease
4803,1994,1,661629,0,Guyute
4804,1994,1,165930,0,Paul and Silas
4805,1994,1,293094,0,Axilla (Part II)
4807,1994,1,188369,0,Avenu Malkenu
4808,1994,1,780042,0,Run Like an Antelope
4811,1994,1,205244,0,My Long Journey Home
4812,1994,2,344790,0,Suzy Greenberg
4818,1994,2,319530,0,Good Times Bad Times
4819,1994,E,622446,0,The Squirming Coil
4826,1994,1,236643,0,My Long Journey Home
4827,1994,1,176771,0,Dooley
4861,1994,1,156003,0,Buried Alive
4862,1994,1,138553,0,Poor Heart
4863,1994,1,224131,0,Horn
4880,1994,2,204042,0,My Long Journey Home
4882,1994,2,229042,0,Highway to Hell
4926,1994,1,135549,0,Poor Heart
4927,1994,1,270446,0,Cavern
4944,1994,2,428278,0,Julius
4953,1994,1,601809,0,Down with Disease
17970,1998,1,159399,0,My Mind's Got a Mind of its Own
28163,2010,2,37433,0,Manteca
4859,1994,E,177032,0,Tweezer Reprise
4870,1994,2,389355,0,Funky Bitch
4918,1994,E,301845,0,Good Times Bad Times
4932,1994,2,287478,0,Sample in a Jar
4934,1994,E,172408,0,Rocky Top
4990,1994,1,313522,0,Sample in a Jar
4992,1994,1,215510,0,Bouncing Around the Room
5009,1994,E,184633,0,Rocky Top
5011,1994,1,345313,0,Rift
5029,1994,E,314279,0,Good Times Bad Times
5032,1994,1,398237,0,Fast Enough for You
5033,1994,1,712699,0,Maze
5036,1994,1,884715,0,Split Open and Melt
5038,1994,2,209816,0,Peaches en Regalia
5088,1994,1,603977,0,Foam
5521,1993,1,240300,0,Sparkle
28061,2013,1,554040,0,Kill Devil Falls
28062,2013,1,358416,0,Mound
30804,2016,1,330553,0,Heavy Things
5015,1994,1,923115,0,Divided Sky
5047,1994,2,269166,0,Golgi Apparatus
5049,1994,E,206211,0,Tweezer Reprise
5087,1994,1,466547,0,Runaway Jim
5090,1994,1,348970,0,Rift
5095,1994,1,820454,0,Possum
5096,1994,2,701936,0,Maze
5098,1994,2,748878,0,Reba
5103,1994,E,342387,0,Sleeping Monkey
5104,1994,E,162847,0,Rocky Top
5119,1994,2,201091,0,My Long Journey Home
5161,1994,2,354795,0,Suzy Greenberg
5165,1994,1,276924,0,Llama
5168,1994,1,821211,0,Fluffhead
5170,1994,1,220369,0,Sparkle
5172,1994,1,280738,0,Golgi Apparatus
5173,1994,2,413649,0,The Curtain
5174,1994,2,292780,0,Sample in a Jar
5176,1994,2,131082,0,Poor Heart
5178,1994,2,498260,0,Simple
5538,1993,E,271360,0,Fire
5177,1994,2,317884,0,Mike's Song
5181,1994,2,125753,0,Hold Your Head Up
5185,1994,2,616464,0,Run Like an Antelope
5186,1994,E,211357,0,Back in the U.S.S.R.
5201,1993,2,699977,0,Tweezer
5203,1993,2,296438,0,Llama
5212,1993,E,179122,0,Tweezer Reprise
5254,1993,1,217913,0,The Sloth
5258,1993,1,277264,0,Glide
5324,1993,1,542824,0,Maze
5394,1993,E,272431,0,Fire
6096,1993,1,288000,0,Funky Bitch
9900,1991,1,240431,0,Llama
5289,1993,2,241580,0,Sparkle
5294,1993,2,636604,0,Possum
5296,1993,E,197590,0,Tweezer Reprise
5338,1993,2,170658,0,Big Ball Jam
5355,1993,1,563409,0,Maze
5381,1993,2,373081,0,Rift
5384,1993,2,451944,0,Mike's Song
5386,1993,2,471249,0,Weekapaug Groove
5389,1993,2,221936,0,Big Ball Jam
5392,1993,2,349780,0,Llama
5423,1993,1,232856,0,Sparkle
